tag,family,active_keys,max_entries,key_size,value_size,environment,run,case,real_ns_per_invocation,control_ns_per_invocation,net_ns_per_helper
val0064,value,512,1024,4,64,bpftime,4,hash_lookup,44385.056000000,1180.358400000,43.204697600
val0064,value,512,1024,4,64,bpftime,4,hash_update,44124.832000000,4098.073600000,40.026758400
val0064,value,512,1024,4,64,bpftime,4,percpu_hash_lookup,155188.627200000,1180.358400000,154.008268800
val0064,value,512,1024,4,64,bpftime,4,percpu_hash_update,408078.790400000,4098.073600000,403.980716800
val0064,value,512,1024,4,64,bpftime,5,hash_lookup,45419.046400000,1185.382400000,44.233664000
val0064,value,512,1024,4,64,bpftime,5,hash_update,44124.256000000,4437.260800000,39.686995200
val0064,value,512,1024,4,64,bpftime,5,percpu_hash_lookup,155698.624000000,1185.382400000,154.513241600
val0064,value,512,1024,4,64,bpftime,5,percpu_hash_update,407694.950400000,4437.260800000,403.257689600
val0256,value,512,1024,4,256,kernel,1,hash_lookup,24761.318400000,2722.272000000,22.039046400
val0256,value,512,1024,4,256,kernel,1,hash_update,121974.393600000,11086.323200000,110.888070400
val0256,value,512,1024,4,256,kernel,1,percpu_hash_lookup,24070.598400000,2722.272000000,21.348326400
val0256,value,512,1024,4,256,kernel,1,percpu_hash_update,93002.611200000,11086.323200000,81.916288000
val0256,value,512,1024,4,256,kernel,2,hash_lookup,24722.649600000,2728.204800000,21.994444800
val0256,value,512,1024,4,256,kernel,2,hash_update,122143.916800000,11080.652800000,111.063264000
val0256,value,512,1024,4,256,kernel,2,percpu_hash_lookup,24026.233600000,2728.204800000,21.298028800
val0256,value,512,1024,4,256,kernel,2,percpu_hash_update,93144.044800000,11080.652800000,82.063392000
val0256,value,512,1024,4,256,kernel,3,hash_lookup,24708.000000000,2740.230400000,21.967769600
val0256,value,512,1024,4,256,kernel,3,hash_update,121987.552000000,11095.622400000,110.891929600
val0256,value,512,1024,4,256,kernel,3,percpu_hash_lookup,24029.958400000,2740.230400000,21.289728000
val0256,value,512,1024,4,256,kernel,3,percpu_hash_update,92965.875200000,11095.622400000,81.870252800
val0256,value,512,1024,4,256,kernel,4,hash_lookup,24678.873600000,2730.636800000,21.948236800
val0256,value,512,1024,4,256,kernel,4,hash_update,122346.086400000,11077.766400000,111.268320000
val0256,value,512,1024,4,256,kernel,4,percpu_hash_lookup,24017.593600000,2730.636800000,21.286956800
val0256,value,512,1024,4,256,kernel,4,percpu_hash_update,93010.790400000,11077.766400000,81.933024000
val0256,value,512,1024,4,256,kernel,5,hash_lookup,24696.928000000,2722.912000000,21.974016000
val0256,value,512,1024,4,256,kernel,5,hash_update,122303.859200000,11079.366400000,111.224492800
val0256,value,512,1024,4,256,kernel,5,percpu_hash_lookup,24072.774400000,2722.912000000,21.349862400
val0256,value,512,1024,4,256,kernel,5,percpu_hash_update,93073.523200000,11079.366400000,81.994156800
val0256,value,512,1024,4,256,bpftime,1,hash_lookup,45242.137600000,1180.486400000,44.061651200
val0256,value,512,1024,4,256,bpftime,1,hash_update,56270.752000000,5887.104000000,50.383648000
val0256,value,512,1024,4,256,bpftime,1,percpu_hash_lookup,154705.760000000,1180.486400000,153.525273600
val0256,value,512,1024,4,256,bpftime,1,percpu_hash_update,1035651.072000000,5887.104000000,1029.763968000
val0256,value,512,1024,4,256,bpftime,2,hash_lookup,45847.820800000,1183.289600000,44.664531200
val0256,value,512,1024,4,256,bpftime,2,hash_update,56459.225600000,9629.036800000,46.830188800
val0256,value,512,1024,4,256,bpftime,2,percpu_hash_lookup,154445.036800000,1183.289600000,153.261747200
val0256,value,512,1024,4,256,bpftime,2,percpu_hash_update,1035310.924800000,9629.036800000,1025.681888000
val0256,value,512,1024,4,256,bpftime,3,hash_lookup,47083.539200000,1181.740800000,45.901798400
val0256,value,512,1024,4,256,bpftime,3,hash_update,57351.532800000,9676.268800000,47.675264000
val0256,value,512,1024,4,256,bpftime,3,percpu_hash_lookup,154453.644800000,1181.740800000,153.271904000
val0256,value,512,1024,4,256,bpftime,3,percpu_hash_update,1034114.860800000,9676.268800000,1024.438592000
val0256,value,512,1024,4,256,bpftime,4,hash_lookup,45539.129600000,1179.283200000,44.359846400
val0256,value,512,1024,4,256,bpftime,4,hash_update,56402.848000000,5889.036800000,50.513811200
val0256,value,512,1024,4,256,bpftime,4,percpu_hash_lookup,154685.920000000,1179.283200000,153.506636800
val0256,value,512,1024,4,256,bpftime,4,percpu_hash_update,1034066.361600000,5889.036800000,1028.177324800
val0256,value,512,1024,4,256,bpftime,5,hash_lookup,45410.342400000,1181.420800000,44.228921600
val0256,value,512,1024,4,256,bpftime,5,hash_update,56044.428800000,5887.648000000,50.156780800
val0256,value,512,1024,4,256,bpftime,5,percpu_hash_lookup,155317.081600000,1181.420800000,154.135660800
val0256,value,512,1024,4,256,bpftime,5,percpu_hash_update,1035620.633600000,5887.648000000,1029.732985600
