value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
32,ctrl,1,20000,43527008,2176.350400
32,real,1,20000,231808512,11590.425600
32,real-minus-control,1,20000,0,9.414075
32,real,2,20000,232124992,11606.249600
32,ctrl,2,20000,43348768,2167.438400
32,real-minus-control,2,20000,0,9.438811
32,ctrl,3,20000,43758432,2187.921600
32,real,3,20000,232512064,11625.603200
32,real-minus-control,3,20000,0,9.437682
32,real,4,20000,231797792,11589.889600
32,ctrl,4,20000,43388992,2169.449600
32,real-minus-control,4,20000,0,9.420440
32,ctrl,5,20000,43663776,2183.188800
32,real,5,20000,232060928,11603.046400
32,real-minus-control,5,20000,0,9.419858
