value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
128,ctrl,1,20000,43799456,2189.972800
128,real,1,20000,321951520,16097.576000
128,real-minus-control,1,20000,0,13.907603
128,real,2,20000,321832064,16091.603200
128,ctrl,2,20000,43763712,2188.185600
128,real-minus-control,2,20000,0,13.903418
128,ctrl,3,20000,43781888,2189.094400
128,real,3,20000,321415968,16070.798400
128,real-minus-control,3,20000,0,13.881704
128,real,4,20000,321775488,16088.774400
128,ctrl,4,20000,43902976,2195.148800
128,real-minus-control,4,20000,0,13.893626
128,ctrl,5,20000,43813952,2190.697600
128,real,5,20000,321878016,16093.900800
128,real-minus-control,5,20000,0,13.903203
