value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
64,ctrl,1,20000,42312672,2115.633600
64,real,1,20000,255546080,12777.304000
64,real-minus-control,1,20000,0,10.661670
64,real,2,20000,255556960,12777.848000
64,ctrl,2,20000,42337280,2116.864000
64,real-minus-control,2,20000,0,10.660984
64,ctrl,3,20000,42272064,2113.603200
64,real,3,20000,256334528,12816.726400
64,real-minus-control,3,20000,0,10.703123
64,real,4,20000,254914688,12745.734400
64,ctrl,4,20000,42278944,2113.947200
64,real-minus-control,4,20000,0,10.631787
64,ctrl,5,20000,42282592,2114.129600
64,real,5,20000,255729248,12786.462400
64,real-minus-control,5,20000,0,10.672333
