8,ctrl,47287
8,real,47288
16,ctrl,47330
16,real,47331
32,ctrl,47376
32,real,47377
64,ctrl,47422
64,real,47423
128,ctrl,47468
128,real,47469
256,ctrl,47514
256,real,47515
