value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
8,ctrl,1,20000,43746720,2187.336000
8,real,1,20000,225729056,11286.452800
8,real-minus-control,1,20000,0,9.099117
8,real,2,20000,225591392,11279.569600
8,ctrl,2,20000,43634848,2181.742400
8,real-minus-control,2,20000,0,9.097827
8,ctrl,3,20000,43619296,2180.964800
8,real,3,20000,226140160,11307.008000
8,real-minus-control,3,20000,0,9.126043
8,real,4,20000,225722368,11286.118400
8,ctrl,4,20000,43731296,2186.564800
8,real-minus-control,4,20000,0,9.099554
8,ctrl,5,20000,43647744,2182.387200
8,real,5,20000,225813952,11290.697600
8,real-minus-control,5,20000,0,9.108310
