120.13,msec,task-clock,120126442,100.00,,
261817023,,cycles,80170351,66.00,,
538665183,,instructions,100134900,83.00,,
117629314,,branches,100151342,83.00,,
200116,,branch-misses,100050234,83.00,,
2243525,,cache-references,100205204,83.00,,
1734329,,cache-misses,99928637,83.00,,
