6730.37,msec,task-clock,6730365575,100.00,,
14680708994,,cycles,4486597384,66.00,,
47441698318,,instructions,5608520490,83.00,,
8760761603,,branches,5608341633,83.00,,
821798,,branch-misses,5608656844,83.00,,
3649841,,cache-references,5609251212,83.00,,
1742342,,cache-misses,5608615227,83.00,,
