5140.92,msec,task-clock,5140924604,100.00,,
11213385130,,cycles,3427168946,66.00,,
20613421869,,instructions,4283999971,83.00,,
4109788170,,branches,4284063176,83.00,,
8422612,,branch-misses,4283916543,83.00,,
3784906,,cache-references,4284169139,83.00,,
1740361,,cache-misses,4284380612,83.00,,
