218.27,msec,task-clock,218273152,100.00,,
475725271,,cycles,144347114,66.00,,
1046591134,,instructions,181292982,83.00,,
207511903,,branches,181899512,83.00,,
468748,,branch-misses,182319441,83.00,,
3116734,,cache-references,182279924,83.00,,
1721620,,cache-misses,182246617,83.00,,
