4905.75,msec,task-clock,4905751625,100.00,,
10700370893,,cycles,3270047357,66.00,,
17013623861,,instructions,4087920216,83.00,,
3645929319,,branches,4087865990,83.00,,
16126834,,branch-misses,4087747915,83.00,,
3874306,,cache-references,4088618189,83.00,,
1792456,,cache-misses,4088727049,83.00,,
