2342.85,msec,task-clock,2342850395,100.00,,
5109887316,,cycles,1560938356,66.00,,
7889889330,,instructions,1951898619,83.00,,
1684286799,,branches,1952624290,83.00,,
7873190,,branch-misses,1953006696,83.00,,
2727306,,cache-references,1952832298,83.00,,
1779375,,cache-misses,1951999940,83.00,,
