map_kind,operation,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
percpu_array,array_lookup,real,17,20000,64760352,3238.017600000
percpu_array,array_lookup,real-minus-control,17,20000,0,2.011403200
percpu_array,array_update,control,17,20000,17271456,863.572800000
percpu_array,array_update,real,17,20000,307947712,15397.385600000
percpu_array,array_update,real-minus-control,17,20000,0,14.533812800
hash,hash_lookup,control,17,20000,23789824,1189.491200000
hash,hash_lookup,real,17,20000,546901984,27345.099200000
hash,hash_lookup,real-minus-control,17,20000,0,26.155608000
hash,hash_update,control,17,20000,17655712,882.785600000
hash,hash_update,real,17,20000,1831277888,91563.894400000
hash,hash_update,real-minus-control,17,20000,0,90.681108800
percpu_hash,hash_lookup,control,17,20000,23754592,1187.729600000
percpu_hash,hash_lookup,real,17,20000,561561312,28078.065600000
percpu_hash,hash_lookup,real-minus-control,17,20000,0,26.890336000
percpu_hash,hash_update,control,17,20000,18998624,949.931200000
percpu_hash,hash_update,real,17,20000,1336855168,66842.758400000
percpu_hash,hash_update,real-minus-control,17,20000,0,65.892827200
array,array_lookup,real,18,20000,52820928,2641.046400000
array,array_lookup,control,18,20000,23773632,1188.681600000
array,array_lookup,real-minus-control,18,20000,0,1.452364800
array,array_update,real,18,20000,237765952,11888.297600000
array,array_update,control,18,20000,18739264,936.963200000
array,array_update,real-minus-control,18,20000,0,10.951334400
percpu_array,array_lookup,real,18,20000,64820800,3241.040000000
percpu_array,array_lookup,control,18,20000,24514080,1225.704000000
percpu_array,array_lookup,real-minus-control,18,20000,0,2.015336000
percpu_array,array_update,real,18,20000,307905088,15395.254400000
percpu_array,array_update,control,18,20000,17284896,864.244800000
percpu_array,array_update,real-minus-control,18,20000,0,14.531009600
hash,hash_lookup,real,18,20000,530352832,26517.641600000
hash,hash_lookup,control,18,20000,23810560,1190.528000000
hash,hash_lookup,real-minus-control,18,20000,0,25.327113600
hash,hash_update,real,18,20000,1826268256,91313.412800000
hash,hash_update,control,18,20000,32662528,1633.126400000
hash,hash_update,real-minus-control,18,20000,0,89.680286400
percpu_hash,hash_lookup,real,18,20000,560744544,28037.227200000
percpu_hash,hash_lookup,control,18,20000,23776192,1188.809600000
percpu_hash,hash_lookup,real-minus-control,18,20000,0,26.848417600
percpu_hash,hash_update,real,18,20000,1338704736,66935.236800000
percpu_hash,hash_update,control,18,20000,19047584,952.379200000
percpu_hash,hash_update,real-minus-control,18,20000,0,65.982857600
array,array_lookup,control,19,20000,23780800,1189.040000000
array,array_lookup,real,19,20000,52835296,2641.764800000
array,array_lookup,real-minus-control,19,20000,0,1.452724800
array,array_update,control,19,20000,18743552,937.177600000
array,array_update,real,19,20000,237834496,11891.724800000
array,array_update,real-minus-control,19,20000,0,10.954547200
percpu_array,array_lookup,control,19,20000,24527712,1226.385600000
percpu_array,array_lookup,real,19,20000,64844928,3242.246400000
percpu_array,array_lookup,real-minus-control,19,20000,0,2.015860800
percpu_array,array_update,control,19,20000,17305664,865.283200000
percpu_array,array_update,real,19,20000,308004768,15400.238400000
percpu_array,array_update,real-minus-control,19,20000,0,14.534955200
hash,hash_lookup,control,19,20000,23822304,1191.115200000
hash,hash_lookup,real,19,20000,535296256,26764.812800000
hash,hash_lookup,real-minus-control,19,20000,0,25.573697600
hash,hash_update,control,19,20000,17672928,883.646400000
hash,hash_update,real,19,20000,1842183648,92109.182400000
hash,hash_update,real-minus-control,19,20000,0,91.225536000
percpu_hash,hash_lookup,control,19,20000,23752928,1187.646400000
percpu_hash,hash_lookup,real,19,20000,559138432,27956.921600000
percpu_hash,hash_lookup,real-minus-control,19,20000,0,26.769275200
percpu_hash,hash_update,control,19,20000,19005280,950.264000000
percpu_hash,hash_update,real,19,20000,1336371264,66818.563200000
percpu_hash,hash_update,real-minus-control,19,20000,0,65.868299200
array,array_lookup,real,20,20000,52859040,2642.952000000
array,array_lookup,control,20,20000,23773856,1188.692800000
array,array_lookup,real-minus-control,20,20000,0,1.454259200
array,array_update,real,20,20000,237713984,11885.699200000
array,array_update,control,20,20000,18723072,936.153600000
array,array_update,real-minus-control,20,20000,0,10.949545600
percpu_array,array_lookup,real,20,20000,64737920,3236.896000000
percpu_array,array_lookup,control,20,20000,24519008,1225.950400000
percpu_array,array_lookup,real-minus-control,20,20000,0,2.010945600
percpu_array,array_update,real,20,20000,307931648,15396.582400000
percpu_array,array_update,control,20,20000,17269792,863.489600000
percpu_array,array_update,real-minus-control,20,20000,0,14.533092800
hash,hash_lookup,real,20,20000,532973024,26648.651200000
hash,hash_lookup,control,20,20000,23800704,1190.035200000
hash,hash_lookup,real-minus-control,20,20000,0,25.458616000
hash,hash_update,real,20,20000,1839138400,91956.920000000
hash,hash_update,control,20,20000,17717120,885.856000000
hash,hash_update,real-minus-control,20,20000,0,91.071064000
percpu_hash,hash_lookup,real,20,20000,562971552,28148.577600000
percpu_hash,hash_lookup,control,20,20000,26673120,1333.656000000
percpu_hash,hash_lookup,real-minus-control,20,20000,0,26.814921600
percpu_hash,hash_update,real,20,20000,1337751264,66887.563200000
percpu_hash,hash_update,control,20,20000,18974048,948.702400000
percpu_hash,hash_update,real-minus-control,20,20000,0,65.938860800
array,array_lookup,control,21,20000,23797696,1189.884800000
array,array_lookup,real,21,20000,52871392,2643.569600000
array,array_lookup,real-minus-control,21,20000,0,1.453684800
