value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
128,ctrl,1,20000,40746644,2037.332200
128,real,1,20000,812560149,40628.007450
128,real-minus-control,1,20000,0,38.590675
128,real,2,20000,781834855,39091.742750
128,ctrl,2,20000,40735341,2036.767050
128,real-minus-control,2,20000,0,37.054976
128,ctrl,3,20000,40709041,2035.452050
128,real,3,20000,797446733,39872.336650
128,real-minus-control,3,20000,0,37.836885
128,real,4,20000,794380115,39719.005750
128,ctrl,4,20000,40734338,2036.716900
128,real-minus-control,4,20000,0,37.682289
128,ctrl,5,20000,40736345,2036.817250
128,real,5,20000,803207127,40160.356350
128,real-minus-control,5,20000,0,38.123539
