value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
8,ctrl,1,20000,39879097,1993.954850
8,real,1,20000,679844408,33992.220400
8,real-minus-control,1,20000,0,31.998266
8,real,2,20000,679827055,33991.352750
8,ctrl,2,20000,39899921,1994.996050
8,real-minus-control,2,20000,0,31.996357
8,ctrl,3,20000,39880623,1994.031150
8,real,3,20000,679771957,33988.597850
8,real-minus-control,3,20000,0,31.994567
8,real,4,20000,679801510,33990.075500
8,ctrl,4,20000,39890352,1994.517600
8,real-minus-control,4,20000,0,31.995558
8,ctrl,5,20000,39808259,1990.412950
8,real,5,20000,679731003,33986.550150
8,real-minus-control,5,20000,0,31.996137
