8,ctrl,1370
8,real,1371
16,ctrl,1425
16,real,1426
32,ctrl,1480
32,real,1481
64,ctrl,1535
64,real,1536
128,ctrl,1590
128,real,1591
256,ctrl,1645
256,real,1646
