value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
64,ctrl,1,20000,40361428,2018.071400
64,real,1,20000,768189483,38409.474150
64,real-minus-control,1,20000,0,36.391403
64,real,2,20000,767889448,38394.472400
64,ctrl,2,20000,40403231,2020.161550
64,real-minus-control,2,20000,0,36.374311
64,ctrl,3,20000,40366627,2018.331350
64,real,3,20000,768625170,38431.258500
64,real-minus-control,3,20000,0,36.412927
64,real,4,20000,767769431,38388.471550
64,ctrl,4,20000,40505174,2025.258700
64,real-minus-control,4,20000,0,36.363213
64,ctrl,5,20000,40379464,2018.973200
64,real,5,20000,768540142,38427.007100
64,real-minus-control,5,20000,0,36.408034
