value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
32,ctrl,1,20000,66750695,3337.534750
32,real,1,20000,766954626,38347.731300
32,real-minus-control,1,20000,0,35.010197
32,real,2,20000,766709109,38335.455450
32,ctrl,2,20000,66754091,3337.704550
32,real-minus-control,2,20000,0,34.997751
32,ctrl,3,20000,66796899,3339.844950
32,real,3,20000,766593986,38329.699300
32,real-minus-control,3,20000,0,34.989854
32,real,4,20000,766505371,38325.268550
32,ctrl,4,20000,66722431,3336.121550
32,real-minus-control,4,20000,0,34.989147
32,ctrl,5,20000,66777927,3338.896350
32,real,5,20000,766462218,38323.110900
32,real-minus-control,5,20000,0,34.984215
