value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
256,ctrl,1,20000,60049171,3002.458550
256,real,1,20000,951051986,47552.599300
256,real-minus-control,1,20000,0,44.550141
256,real,2,20000,951995412,47599.770600
256,ctrl,2,20000,59984934,2999.246700
256,real-minus-control,2,20000,0,44.600524
256,ctrl,3,20000,60042617,3002.130850
256,real,3,20000,950877201,47543.860050
256,real-minus-control,3,20000,0,44.541729
256,real,4,20000,951648430,47582.421500
256,ctrl,4,20000,59960436,2998.021800
256,real-minus-control,4,20000,0,44.584400
256,ctrl,5,20000,59998049,2999.902450
256,real,5,20000,953022837,47651.141850
256,real-minus-control,5,20000,0,44.651239
