value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
8,ctrl,1,20000,57647984,2882.399200
8,real,1,20000,670427476,33521.373800
8,real-minus-control,1,20000,0,30.638975
8,real,2,20000,670673544,33533.677200
8,ctrl,2,20000,57685148,2884.257400
8,real-minus-control,2,20000,0,30.649420
8,ctrl,3,20000,57631810,2881.590500
8,real,3,20000,670673521,33533.676050
8,real-minus-control,3,20000,0,30.652086
8,real,4,20000,670456310,33522.815500
8,ctrl,4,20000,57725403,2886.270150
8,real-minus-control,4,20000,0,30.636545
8,ctrl,5,20000,57676225,2883.811250
8,real,5,20000,670716707,33535.835350
8,real-minus-control,5,20000,0,30.652024
