value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
256,ctrl,1,20000,41986395,2099.319750
256,real,1,20000,942260756,47113.037800
256,real-minus-control,1,20000,0,45.013718
256,real,2,20000,942537191,47126.859550
256,ctrl,2,20000,41973334,2098.666700
256,real-minus-control,2,20000,0,45.028193
256,ctrl,3,20000,42046742,2102.337100
256,real,3,20000,942110194,47105.509700
256,real-minus-control,3,20000,0,45.003173
256,real,4,20000,942733788,47136.689400
256,ctrl,4,20000,42004118,2100.205900
256,real-minus-control,4,20000,0,45.036484
256,ctrl,5,20000,41988326,2099.416300
256,real,5,20000,942490614,47124.530700
256,real-minus-control,5,20000,0,45.025114
