environment,case,run1_net_ns_per_helper,run2_net_ns_per_helper,run3_net_ns_per_helper,run4_net_ns_per_helper,run5_net_ns_per_helper,mean_net_ns_per_helper,median_net_ns_per_helper,stdev_net_ns_per_helper,min_net_ns_per_helper,max_net_ns_per_helper
kernel,__bench_array_map_lookup,2.56504192,2.55833312,2.5614172799999997,2.5729436800000003,2.56318944,2.564185088,2.56318944,0.0054850866090812135,2.55833312,2.5729436800000003
kernel,__bench_array_map_update,11.8654656,11.870556800000001,11.85549504,11.8420992,11.85837152,11.858397632,11.85837152,0.010861240098567463,11.8420992,11.870556800000001
kernel,__bench_hash_map_lookup,27.64955008,27.866848320000003,27.866403199999997,27.80782112,27.688636159999998,27.775851776,27.80782112,0.10131714125815282,27.64955008,27.866848320000003
kernel,__bench_hash_map_update,93.34206208,93.27785824,93.33136191999999,93.341912,93.34198048,93.327034944,93.341912,0.027872843394265847,93.27785824,93.34206208
bpftime,__bench_array_map_lookup,12.93197632,12.90125184,12.94624832,12.7987968,12.837093119999999,12.88307328,12.90125184,0.06310656312685128,12.7987968,12.94624832
bpftime,__bench_array_map_update,16.524823679999997,16.42544608,16.527051519999997,16.40415776,16.426424,16.461580608,16.426424,0.05942474473312361,16.40415776,16.527051519999997
bpftime,__bench_hash_map_lookup,54.60821888,54.372278720000004,54.55636,54.980147519999996,54.93359968,54.69012096,54.60821888,0.25933613672940603,54.372278720000004,54.980147519999996
bpftime,__bench_hash_map_update,51.68344224,51.74265888,51.64721824,51.52187839999999,51.45746752,51.610533056,51.64721824,0.11769397982244595,51.45746752,51.74265888
