value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
8,ctrl,1,20000,31093673,1554.683650
8,real,1,20000,752630671,37631.533550
8,real-minus-control,1,20000,0,36.076850
8,real,2,20000,752790005,37639.500250
8,ctrl,2,20000,31791674,1589.583700
8,real-minus-control,2,20000,0,36.049917
8,ctrl,3,20000,31079302,1553.965100
8,real,3,20000,752854871,37642.743550
8,real-minus-control,3,20000,0,36.088778
8,real,4,20000,752318917,37615.945850
8,ctrl,4,20000,31000966,1550.048300
8,real-minus-control,4,20000,0,36.065898
8,ctrl,5,20000,30993479,1549.673950
8,real,5,20000,752044669,37602.233450
8,real-minus-control,5,20000,0,36.052560
