value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
16,ctrl,1,20000,42818496,2140.924800
16,real,1,20000,229749088,11487.454400
16,real-minus-control,1,20000,0,9.346530
16,real,2,20000,229801472,11490.073600
16,ctrl,2,20000,42718496,2135.924800
16,real-minus-control,2,20000,0,9.354149
16,ctrl,3,20000,42795648,2139.782400
16,real,3,20000,229750176,11487.508800
16,real-minus-control,3,20000,0,9.347726
16,real,4,20000,229769152,11488.457600
16,ctrl,4,20000,42790144,2139.507200
16,real-minus-control,4,20000,0,9.348950
16,ctrl,5,20000,42856480,2142.824000
16,real,5,20000,229800288,11490.014400
16,real-minus-control,5,20000,0,9.347190
