8,ctrl,47026
8,real,47027
16,ctrl,47069
16,real,47070
32,ctrl,47115
32,real,47116
64,ctrl,47161
64,real,47162
128,ctrl,47207
128,real,47208
256,ctrl,47253
256,real,47254
