value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
256,ctrl,1,20000,44546016,2227.300800
256,real,1,20000,552582336,27629.116800
256,real-minus-control,1,20000,0,25.401816
256,real,2,20000,553423712,27671.185600
256,ctrl,2,20000,44484032,2224.201600
256,real-minus-control,2,20000,0,25.446984
256,ctrl,3,20000,44459648,2222.982400
256,real,3,20000,553043968,27652.198400
256,real-minus-control,3,20000,0,25.429216
256,real,4,20000,553064288,27653.214400
256,ctrl,4,20000,44414528,2220.726400
256,real-minus-control,4,20000,0,25.432488
256,ctrl,5,20000,44457632,2222.881600
256,real,5,20000,553789024,27689.451200
256,real-minus-control,5,20000,0,25.466570
