value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
128,ctrl,1,20000,42474336,2123.716800
128,real,1,20000,319143840,15957.192000
128,real-minus-control,1,20000,0,13.833475
128,real,2,20000,319497760,15974.888000
128,ctrl,2,20000,42447712,2122.385600
128,real-minus-control,2,20000,0,13.852502
128,ctrl,3,20000,42483968,2124.198400
128,real,3,20000,319046400,15952.320000
128,real-minus-control,3,20000,0,13.828122
128,real,4,20000,318843264,15942.163200
128,ctrl,4,20000,42438944,2121.947200
128,real-minus-control,4,20000,0,13.820216
128,ctrl,5,20000,42463456,2123.172800
128,real,5,20000,318959392,15947.969600
128,real-minus-control,5,20000,0,13.824797
