value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
8,ctrl,1,20000,57683668,2884.183400
8,real,1,20000,679553220,33977.661000
8,real-minus-control,1,20000,0,31.093478
8,real,2,20000,679591283,33979.564150
8,ctrl,2,20000,57687607,2884.380350
8,real-minus-control,2,20000,0,31.095184
8,ctrl,3,20000,57697354,2884.867700
8,real,3,20000,679516518,33975.825900
8,real-minus-control,3,20000,0,31.090958
8,real,4,20000,679526480,33976.324000
8,ctrl,4,20000,57713586,2885.679300
8,real-minus-control,4,20000,0,31.090645
8,ctrl,5,20000,57715318,2885.765900
8,real,5,20000,679720893,33986.044650
8,real-minus-control,5,20000,0,31.100279
