value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
256,ctrl,1,20000,41918899,2095.944950
256,real,1,20000,942642656,47132.132800
256,real-minus-control,1,20000,0,45.036188
256,real,2,20000,946588912,47329.445600
256,ctrl,2,20000,41891190,2094.559500
256,real-minus-control,2,20000,0,45.234886
256,ctrl,3,20000,41912075,2095.603750
256,real,3,20000,942896757,47144.837850
256,real-minus-control,3,20000,0,45.049234
256,real,4,20000,942604256,47130.212800
256,ctrl,4,20000,41897717,2094.885850
256,real-minus-control,4,20000,0,45.035327
256,ctrl,5,20000,41936684,2096.834200
256,real,5,20000,942846221,47142.311050
256,real-minus-control,5,20000,0,45.045477
