map_kind,operation,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
hash,hash_update,control,9,20000,19000064,950.003200000
hash,hash_update,real,9,20000,1846397824,92319.891200000
hash,hash_update,real-minus-control,9,20000,0,91.369888000
percpu_hash,hash_lookup,control,9,20000,24172480,1208.624000000
percpu_hash,hash_lookup,real,9,20000,559227648,27961.382400000
percpu_hash,hash_lookup,real-minus-control,9,20000,0,26.752758400
percpu_hash,hash_update,control,9,20000,19292608,964.630400000
percpu_hash,hash_update,real,9,20000,1334683008,66734.150400000
percpu_hash,hash_update,real-minus-control,9,20000,0,65.769520000
array,array_lookup,real,10,20000,52519232,2625.961600000
array,array_lookup,control,10,20000,23831040,1191.552000000
array,array_lookup,real-minus-control,10,20000,0,1.434409600
array,array_update,real,10,20000,238186240,11909.312000000
array,array_update,control,10,20000,17824832,891.241600000
array,array_update,real-minus-control,10,20000,0,11.018070400
percpu_array,array_lookup,real,10,20000,76610272,3830.513600000
percpu_array,array_lookup,control,10,20000,24192896,1209.644800000
percpu_array,array_lookup,real-minus-control,10,20000,0,2.620868800
percpu_array,array_update,real,10,20000,308048736,15402.436800000
percpu_array,array_update,control,10,20000,17324736,866.236800000
percpu_array,array_update,real-minus-control,10,20000,0,14.536200000
hash,hash_lookup,real,10,20000,540088736,27004.436800000
hash,hash_lookup,control,10,20000,23752736,1187.636800000
hash,hash_lookup,real-minus-control,10,20000,0,25.816800000
hash,hash_update,real,10,20000,1846426592,92321.329600000
hash,hash_update,control,10,20000,18926336,946.316800000
hash,hash_update,real-minus-control,10,20000,0,91.375012800
percpu_hash,hash_lookup,real,10,20000,561759360,28087.968000000
percpu_hash,hash_lookup,control,10,20000,24182848,1209.142400000
percpu_hash,hash_lookup,real-minus-control,10,20000,0,26.878825600
percpu_hash,hash_update,real,10,20000,1335893344,66794.667200000
percpu_hash,hash_update,control,10,20000,19276768,963.838400000
percpu_hash,hash_update,real-minus-control,10,20000,0,65.830828800
array,array_lookup,control,11,20000,23840064,1192.003200000
array,array_lookup,real,11,20000,52505440,2625.272000000
array,array_lookup,real-minus-control,11,20000,0,1.433268800
array,array_update,control,11,20000,17838304,891.915200000
array,array_update,real,11,20000,238040448,11902.022400000
array,array_update,real-minus-control,11,20000,0,11.010107200
percpu_array,array_lookup,control,11,20000,24206720,1210.336000000
percpu_array,array_lookup,real,11,20000,64810208,3240.510400000
percpu_array,array_lookup,real-minus-control,11,20000,0,2.030174400
percpu_array,array_update,control,11,20000,29377056,1468.852800000
percpu_array,array_update,real,11,20000,308036576,15401.828800000
percpu_array,array_update,real-minus-control,11,20000,0,13.932976000
hash,hash_lookup,control,11,20000,23754624,1187.731200000
hash,hash_lookup,real,11,20000,538893088,26944.654400000
hash,hash_lookup,real-minus-control,11,20000,0,25.756923200
hash,hash_update,control,11,20000,18932608,946.630400000
hash,hash_update,real,11,20000,1846240896,92312.044800000
hash,hash_update,real-minus-control,11,20000,0,91.365414400
percpu_hash,hash_lookup,control,11,20000,24142976,1207.148800000
percpu_hash,hash_lookup,real,11,20000,562686272,28134.313600000
percpu_hash,hash_lookup,real-minus-control,11,20000,0,26.927164800
percpu_hash,hash_update,control,11,20000,19346976,967.348800000
percpu_hash,hash_update,real,11,20000,1333338816,66666.940800000
percpu_hash,hash_update,real-minus-control,11,20000,0,65.699592000
array,array_lookup,real,12,20000,52542272,2627.113600000
array,array_lookup,control,12,20000,23787680,1189.384000000
array,array_lookup,real-minus-control,12,20000,0,1.437729600
array,array_update,real,12,20000,237997344,11899.867200000
array,array_update,control,12,20000,17910112,895.505600000
array,array_update,real-minus-control,12,20000,0,11.004361600
percpu_array,array_lookup,real,12,20000,64769824,3238.491200000
percpu_array,array_lookup,control,12,20000,24182432,1209.121600000
percpu_array,array_lookup,real-minus-control,12,20000,0,2.029369600
percpu_array,array_update,real,12,20000,307839968,15391.998400000
percpu_array,array_update,control,12,20000,29173824,1458.691200000
percpu_array,array_update,real-minus-control,12,20000,0,13.933307200
hash,hash_lookup,real,12,20000,540314272,27015.713600000
hash,hash_lookup,control,12,20000,23767584,1188.379200000
hash,hash_lookup,real-minus-control,12,20000,0,25.827334400
hash,hash_update,real,12,20000,1846786912,92339.345600000
hash,hash_update,control,12,20000,18988608,949.430400000
hash,hash_update,real-minus-control,12,20000,0,91.389915200
percpu_hash,hash_lookup,real,12,20000,562364544,28118.227200000
percpu_hash,hash_lookup,control,12,20000,24146976,1207.348800000
percpu_hash,hash_lookup,real-minus-control,12,20000,0,26.910878400
percpu_hash,hash_update,real,12,20000,1333953376,66697.668800000
percpu_hash,hash_update,control,12,20000,19311872,965.593600000
percpu_hash,hash_update,real-minus-control,12,20000,0,65.732075200
array,array_lookup,control,13,20000,23796736,1189.836800000
array,array_lookup,real,13,20000,52497792,2624.889600000
array,array_lookup,real-minus-control,13,20000,0,1.435052800
array,array_update,control,13,20000,17856192,892.809600000
array,array_update,real,13,20000,238071200,11903.560000000
array,array_update,real-minus-control,13,20000,0,11.010750400
percpu_array,array_lookup,control,13,20000,24205664,1210.283200000
percpu_array,array_lookup,real,13,20000,64763360,3238.168000000
percpu_array,array_lookup,real-minus-control,13,20000,0,2.027884800
percpu_array,array_update,control,13,20000,17282368,864.118400000
percpu_array,array_update,real,13,20000,320188192,16009.409600000
percpu_array,array_update,real-minus-control,13,20000,0,15.145291200
hash,hash_lookup,control,13,20000,23790912,1189.545600000
hash,hash_lookup,real,13,20000,536464640,26823.232000000
hash,hash_lookup,real-minus-control,13,20000,0,25.633686400
hash,hash_update,control,13,20000,18992064,949.603200000
hash,hash_update,real,13,20000,1845222272,92261.113600000
hash,hash_update,real-minus-control,13,20000,0,91.311510400
percpu_hash,hash_lookup,control,13,20000,24144352,1207.217600000
percpu_hash,hash_lookup,real,13,20000,561573952,28078.697600000
percpu_hash,hash_lookup,real-minus-control,13,20000,0,26.871480000
percpu_hash,hash_update,control,13,20000,19227584,961.379200000
percpu_hash,hash_update,real,13,20000,1334986112,66749.305600000
percpu_hash,hash_update,real-minus-control,13,20000,0,65.787926400
array,array_lookup,real,14,20000,52518400,2625.920000000
array,array_lookup,control,14,20000,23814336,1190.716800000
array,array_lookup,real-minus-control,14,20000,0,1.435203200
array,array_update,real,14,20000,238089216,11904.460800000
array,array_update,control,14,20000,17827680,891.384000000
array,array_update,real-minus-control,14,20000,0,11.013076800
percpu_array,array_lookup,real,14,20000,64826528,3241.326400000
percpu_array,array_lookup,control,14,20000,24177568,1208.878400000
percpu_array,array_lookup,real-minus-control,14,20000,0,2.032448000
percpu_array,array_update,real,14,20000,307773504,15388.675200000
percpu_array,array_update,control,14,20000,17262848,863.142400000
percpu_array,array_update,real-minus-control,14,20000,0,14.525532800
hash,hash_lookup,real,14,20000,539421984,26971.099200000
hash,hash_lookup,control,14,20000,35733088,1786.654400000
hash,hash_lookup,real-minus-control,14,20000,0,25.184444800
hash,hash_update,real,14,20000,1846944384,92347.219200000
hash,hash_update,control,14,20000,18992000,949.600000000
hash,hash_update,real-minus-control,14,20000,0,91.397619200
percpu_hash,hash_lookup,real,14,20000,561426464,28071.323200000
percpu_hash,hash_lookup,control,14,20000,24155904,1207.795200000
percpu_hash,hash_lookup,real-minus-control,14,20000,0,26.863528000
percpu_hash,hash_update,real,14,20000,1335086560,66754.328000000
percpu_hash,hash_update,control,14,20000,19190592,959.529600000
percpu_hash,hash_update,real-minus-control,14,20000,0,65.794798400
array,array_lookup,control,15,20000,23811616,1190.580800000
array,array_lookup,real,15,20000,52519264,2625.963200000
array,array_lookup,real-minus-control,15,20000,0,1.435382400
array,array_update,control,15,20000,17860800,893.040000000
array,array_update,real,15,20000,238220896,11911.044800000
array,array_update,real-minus-control,15,20000,0,11.018004800
percpu_array,array_lookup,control,15,20000,24170400,1208.520000000
percpu_array,array_lookup,real,15,20000,64849504,3242.475200000
percpu_array,array_lookup,real-minus-control,15,20000,0,2.033955200
percpu_array,array_update,control,15,20000,17271840,863.592000000
percpu_array,array_update,real,15,20000,307866496,15393.324800000
percpu_array,array_update,real-minus-control,15,20000,0,14.529732800
hash,hash_lookup,control,15,20000,35726208,1786.310400000
hash,hash_lookup,real,15,20000,541592256,27079.612800000
hash,hash_lookup,real-minus-control,15,20000,0,25.293302400
hash,hash_update,control,15,20000,18916384,945.819200000
hash,hash_update,real,15,20000,1844642592,92232.129600000
hash,hash_update,real-minus-control,15,20000,0,91.286310400
percpu_hash,hash_lookup,control,15,20000,24168544,1208.427200000
percpu_hash,hash_lookup,real,15,20000,562368352,28118.417600000
percpu_hash,hash_lookup,real-minus-control,15,20000,0,26.909990400
percpu_hash,hash_update,control,15,20000,19328704,966.435200000
percpu_hash,hash_update,real,15,20000,1333582080,66679.104000000
