value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
8,ctrl,1,20000,43162528,2158.126400
8,real,1,20000,224467840,11223.392000
8,real-minus-control,1,20000,0,9.065266
8,real,2,20000,224554592,11227.729600
8,ctrl,2,20000,43149728,2157.486400
8,real-minus-control,2,20000,0,9.070243
8,ctrl,3,20000,43332800,2166.640000
8,real,3,20000,224985344,11249.267200
8,real-minus-control,3,20000,0,9.082627
8,real,4,20000,224715456,11235.772800
8,ctrl,4,20000,43138240,2156.912000
8,real-minus-control,4,20000,0,9.078861
8,ctrl,5,20000,43284032,2164.201600
8,real,5,20000,224785216,11239.260800
8,real-minus-control,5,20000,0,9.075059
