value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
256,ctrl,1,20000,44891392,2244.569600
256,real,1,20000,549158336,27457.916800
256,real-minus-control,1,20000,0,25.213347
256,real,2,20000,549437664,27471.883200
256,ctrl,2,20000,44838944,2241.947200
256,real-minus-control,2,20000,0,25.229936
256,ctrl,3,20000,44882912,2244.145600
256,real,3,20000,550810784,27540.539200
256,real-minus-control,3,20000,0,25.296394
256,real,4,20000,550505184,27525.259200
256,ctrl,4,20000,45303168,2265.158400
256,real-minus-control,4,20000,0,25.260101
256,ctrl,5,20000,44836704,2241.835200
256,real,5,20000,548557184,27427.859200
256,real-minus-control,5,20000,0,25.186024
