8,ctrl,47809
8,real,47810
16,ctrl,47852
16,real,47853
32,ctrl,47898
32,real,47899
64,ctrl,47944
64,real,47945
128,ctrl,47990
128,real,47991
256,ctrl,48036
256,real,48037
