value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
16,ctrl,1,20000,42778688,2138.934400
16,real,1,20000,229292928,11464.646400
16,real-minus-control,1,20000,0,9.325712
16,real,2,20000,229304864,11465.243200
16,ctrl,2,20000,42845664,2142.283200
16,real-minus-control,2,20000,0,9.322960
16,ctrl,3,20000,42938080,2146.904000
16,real,3,20000,229312192,11465.609600
16,real-minus-control,3,20000,0,9.318706
16,real,4,20000,229297792,11464.889600
16,ctrl,4,20000,42816576,2140.828800
16,real-minus-control,4,20000,0,9.324061
16,ctrl,5,20000,42759392,2137.969600
16,real,5,20000,229399968,11469.998400
16,real-minus-control,5,20000,0,9.332029
