case,kernel_median_net_ns_per_helper,bpftime_median_net_ns_per_helper,bpftime_minus_kernel_ns_per_helper,bpftime_over_kernel,lower_cost_path
__bench_array_map_lookup,2.7652763300000003,13.41742333,10.652147,4.852109420109924,kernel
__bench_array_map_update,34.25066323,18.551042709999997,-15.699620520000003,0.5416257952561696,bpftime
__bench_hash_map_lookup,51.09702251,80.09041583,28.993393319999996,1.5674184501518813,kernel
__bench_hash_map_update,130.2696161,86.63081799,-43.63879811000001,0.6650116933138025,bpftime
