value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
64,ctrl,1,20000,42856672,2142.833600
64,real,1,20000,256999840,12849.992000
64,real-minus-control,1,20000,0,10.707158
64,real,2,20000,256522080,12826.104000
64,ctrl,2,20000,42934016,2146.700800
64,real-minus-control,2,20000,0,10.679403
64,ctrl,3,20000,42477984,2123.899200
64,real,3,20000,256991328,12849.566400
64,real-minus-control,3,20000,0,10.725667
64,real,4,20000,256732096,12836.604800
64,ctrl,4,20000,42797632,2139.881600
64,real-minus-control,4,20000,0,10.696723
64,ctrl,5,20000,42403200,2120.160000
64,real,5,20000,257423552,12871.177600
64,real-minus-control,5,20000,0,10.751018
