value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
128,ctrl,1,20000,43988640,2199.432000
128,real,1,20000,321816864,16090.843200
128,real-minus-control,1,20000,0,13.891411
128,real,2,20000,321744096,16087.204800
128,ctrl,2,20000,44130912,2206.545600
128,real-minus-control,2,20000,0,13.880659
128,ctrl,3,20000,44099488,2204.974400
128,real,3,20000,321379680,16068.984000
128,real-minus-control,3,20000,0,13.864010
128,real,4,20000,321662816,16083.140800
128,ctrl,4,20000,44042432,2202.121600
128,real-minus-control,4,20000,0,13.881019
128,ctrl,5,20000,44015712,2200.785600
128,real,5,20000,321995872,16099.793600
128,real-minus-control,5,20000,0,13.899008
