8,ctrl,47548
8,real,47549
16,ctrl,47591
16,real,47592
32,ctrl,47637
32,real,47638
64,ctrl,47683
64,real,47684
128,ctrl,47729
128,real,47730
256,ctrl,47775
256,real,47776
