value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
256,ctrl,1,20000,43321248,2166.062400
256,real,1,20000,547951776,27397.588800
256,real-minus-control,1,20000,0,25.231526
256,real,2,20000,548055008,27402.750400
256,ctrl,2,20000,43338784,2166.939200
256,real-minus-control,2,20000,0,25.235811
256,ctrl,3,20000,43344384,2167.219200
256,real,3,20000,547909664,27395.483200
256,real-minus-control,3,20000,0,25.228264
256,real,4,20000,547894944,27394.747200
256,ctrl,4,20000,43320704,2166.035200
256,real-minus-control,4,20000,0,25.228712
256,ctrl,5,20000,43321344,2166.067200
256,real,5,20000,547921344,27396.067200
256,real-minus-control,5,20000,0,25.230000
