value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
8,ctrl,1,20000,43246912,2162.345600
8,real,1,20000,224612768,11230.638400
8,real-minus-control,1,20000,0,9.068293
8,real,2,20000,224534592,11226.729600
8,ctrl,2,20000,43159392,2157.969600
8,real-minus-control,2,20000,0,9.068760
8,ctrl,3,20000,43141536,2157.076800
8,real,3,20000,224540512,11227.025600
8,real-minus-control,3,20000,0,9.069949
8,real,4,20000,224836128,11241.806400
8,ctrl,4,20000,43225312,2161.265600
8,real-minus-control,4,20000,0,9.080541
8,ctrl,5,20000,43189088,2159.454400
8,real,5,20000,224805760,11240.288000
8,real-minus-control,5,20000,0,9.080834
