8,ctrl,2024
8,real,2025
16,ctrl,2079
16,real,2080
32,ctrl,2134
32,real,2135
64,ctrl,2189
64,real,2190
128,ctrl,2244
128,real,2245
256,ctrl,2299
256,real,2300
