value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
32,ctrl,1,20000,40052534,2002.626700
32,real,1,20000,758554124,37927.706200
32,real-minus-control,1,20000,0,35.925080
32,real,2,20000,758785357,37939.267850
32,ctrl,2,20000,40051923,2002.596150
32,real-minus-control,2,20000,0,35.936672
32,ctrl,3,20000,40046421,2002.321050
32,real,3,20000,758670298,37933.514900
32,real-minus-control,3,20000,0,35.931194
32,real,4,20000,758850053,37942.502650
32,ctrl,4,20000,40061865,2003.093250
32,real-minus-control,4,20000,0,35.939409
32,ctrl,5,20000,40064197,2003.209850
32,real,5,20000,758568085,37928.404250
32,real-minus-control,5,20000,0,35.925194
