value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
16,ctrl,1,20000,57803266,2890.163300
16,real,1,20000,679884684,33994.234200
16,real-minus-control,1,20000,0,31.104071
16,real,2,20000,679897826,33994.891300
16,ctrl,2,20000,57762883,2888.144150
16,real-minus-control,2,20000,0,31.106747
16,ctrl,3,20000,57780182,2889.009100
16,real,3,20000,679957581,33997.879050
16,real-minus-control,3,20000,0,31.108870
16,real,4,20000,680208582,34010.429100
16,ctrl,4,20000,57784100,2889.205000
16,real-minus-control,4,20000,0,31.121224
16,ctrl,5,20000,57793748,2889.687400
16,real,5,20000,680209141,34010.457050
16,real-minus-control,5,20000,0,31.120770
