value_size,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
64,ctrl,1,20000,40347712,2017.385600
64,real,1,20000,753346806,37667.340300
64,real-minus-control,1,20000,0,35.649955
64,real,2,20000,753282272,37664.113600
64,ctrl,2,20000,40344682,2017.234100
64,real-minus-control,2,20000,0,35.646879
64,ctrl,3,20000,40303315,2015.165750
64,real,3,20000,753509488,37675.474400
64,real-minus-control,3,20000,0,35.660309
64,real,4,20000,753296826,37664.841300
64,ctrl,4,20000,40422517,2021.125850
64,real-minus-control,4,20000,0,35.643715
64,ctrl,5,20000,40322673,2016.133650
64,real,5,20000,753492876,37674.643800
64,real-minus-control,5,20000,0,35.658510
